State,Year,Quarter,Brand,Transaction_count,Percentage,Region
Karnataka,2021,1,Others,1535952,0.063743472,Southern Region
Karnataka,2021,2,Xiaomi,6567268,0.255029402,Southern Region
Karnataka,2021,2,Vivo,5226819,0.202975198,Southern Region
Karnataka,2021,2,Samsung,5073030,0.197003047,Southern Region
Karnataka,2021,2,Oppo,3067347,0.11911554,Southern Region
Karnataka,2021,2,Realme,1108812,0.04305895,Southern Region
Karnataka,2021,2,Apple,931735,0.036182446,Southern Region
Karnataka,2021,2,OnePlus,794419,0.030849998,Southern Region
Karnataka,2021,2,Motorola,635937,0.024695601,Southern Region
Karnataka,2021,2,Huawei,423934,0.016462802,Southern Region
Karnataka,2021,2,Lenovo,343779,0.01335011,Southern Region
Karnataka,2021,2,Others,1577943,0.061276905,Southern Region
Karnataka,2021,3,Xiaomi,6973776,0.25254292,Southern Region
Karnataka,2021,3,Vivo,5824764,0.21093349,Southern Region
Karnataka,2021,3,Samsung,5266120,0.190703189,Southern Region
Karnataka,2021,3,Oppo,3352923,0.121420155,Southern Region
Karnataka,2021,3,Realme,1315961,0.047655192,Southern Region
Karnataka,2021,3,Apple,999896,0.036209459,Southern Region
Karnataka,2021,3,OnePlus,906742,0.032836052,Southern Region
Karnataka,2021,3,Motorola,618317,0.022391253,Southern Region
Karnataka,2021,3,Huawei,423894,0.015350569,Southern Region
Karnataka,2021,3,Lenovo,322124,0.011665149,Southern Region
Karnataka,2021,3,Others,1609704,0.058292573,Southern Region
Karnataka,2021,4,Xiaomi,7306532,0.248018323,Southern Region
Karnataka,2021,4,Vivo,6391484,0.216957257,Southern Region
Karnataka,2021,4,Samsung,5458878,0.18530019,Southern Region
Karnataka,2021,4,Oppo,3645496,0.123745411,Southern Region
Karnataka,2021,4,Realme,1586292,0.053846268,Southern Region
Karnataka,2021,4,Apple,1120969,0.038051,Southern Region
Karnataka,2021,4,OnePlus,1018047,0.03455734,Southern Region
Karnataka,2021,4,Motorola,606099,0.020573872,Southern Region
Karnataka,2021,4,Huawei,403084,0.013682581,Southern Region
Karnataka,2021,4,Lenovo,295548,0.0100323,Southern Region
Karnataka,2021,4,Others,1627217,0.055235457,Southern Region
Karnataka,2022,1,Xiaomi,7620184,0.244233935,Southern Region
Karnataka,2022,1,Vivo,6902224,0.221222654,Southern Region
Karnataka,2022,1,Samsung,5641275,0.180808074,Southern Region
Karnataka,2022,1,Oppo,3941299,0.126322273,Southern Region
Karnataka,2022,1,Realme,1813184,0.058114222,Southern Region
Karnataka,2022,1,Apple,1215812,0.038967897,Southern Region
Karnataka,2022,1,OnePlus,1110711,0.035599313,Southern Region
Karnataka,2022,1,Motorola,595920,0.019099786,Southern Region
Karnataka,2022,1,Huawei,394470,0.012643128,Southern Region
Karnataka,2022,1,Lenovo,290138,0.009299191,Southern Region
Karnataka,2022,1,Others,1675132,0.053689528,Southern Region
Kerala,2018,1,Xiaomi,202313,0.257991747,Southern Region
Kerala,2018,1,Samsung,163022,0.207887435,Southern Region
Kerala,2018,1,Apple,60282,0.076872265,Southern Region
Kerala,2018,1,Oppo,59417,0.075769207,Southern Region
Kerala,2018,1,Vivo,56537,0.0720966,Southern Region
Kerala,2018,1,Realme,36851,0.046992798,Southern Region
Kerala,2018,1,Huawei,36819,0.046951991,Southern Region
Kerala,2018,1,OnePlus,34552,0.044061088,Southern Region
Kerala,2018,1,Lenovo,25828,0.032936148,Southern Region
Kerala,2018,1,Motorola,24841,0.031677514,Southern Region
Kerala,2018,1,Others,83722,0.106763209,Southern Region
Kerala,2018,2,Xiaomi,275516,0.258315543,Southern Region
Kerala,2018,2,Samsung,221630,0.207793645,Southern Region
Kerala,2018,2,Oppo,85046,0.07973658,Southern Region
Kerala,2018,2,Vivo,82708,0.077544542,Southern Region
Kerala,2018,2,Apple,78756,0.073839265,Southern Region
Kerala,2018,2,Huawei,50881,0.0477045,Southern Region
Kerala,2018,2,Realme,49568,0.046473471,Southern Region
Kerala,2018,2,OnePlus,43088,0.040398017,Southern Region
Kerala,2018,2,Lenovo,34031,0.031906446,Southern Region
Kerala,2018,2,Motorola,33926,0.031808001,Southern Region
Kerala,2018,2,Others,111437,0.104479991,Southern Region
Kerala,2018,3,Xiaomi,347221,0.257659183,Southern Region
Kerala,2018,3,Samsung,278349,0.206551954,Southern Region
Kerala,2018,3,Vivo,114342,0.084848746,Southern Region
Kerala,2018,3,Oppo,113855,0.084487362,Southern Region
Kerala,2018,3,Apple,93612,0.06946582,Southern Region
Kerala,2018,3,Huawei,69424,0.051516847,Southern Region
Kerala,2018,3,Realme,63176,0.04688045,Southern Region
Kerala,2018,3,OnePlus,52471,0.038936686,Southern Region
Kerala,2018,3,Motorola,43126,0.032002125,Southern Region
Kerala,2018,3,Lenovo,40146,0.029790783,Southern Region
Kerala,2018,3,Others,131876,0.097860044,Southern Region
Kerala,2018,4,Xiaomi,453011,0.25778427,Southern Region
Kerala,2018,4,Samsung,360358,0.205060416,Southern Region
Kerala,2018,4,Vivo,159235,0.0906121,Southern Region
Kerala,2018,4,Oppo,155311,0.088379162,Southern Region
Kerala,2018,4,Apple,119247,0.067857074,Southern Region
Kerala,2018,4,Huawei,94927,0.054017866,Southern Region
Kerala,2018,4,Realme,82116,0.046727813,Southern Region
Kerala,2018,4,OnePlus,62694,0.035675794,Southern Region
Kerala,2018,4,Motorola,55176,0.031397703,Southern Region
Kerala,2018,4,Lenovo,51340,0.029214841,Southern Region
Kerala,2018,4,Others,163911,0.093272961,Southern Region
Kerala,2019,1,Xiaomi,548894,0.256897798,Southern Region
Kerala,2019,1,Samsung,438229,0.205103472,Southern Region
Kerala,2019,1,Vivo,202577,0.094811722,Southern Region
Kerala,2019,1,Oppo,195876,0.091675466,Southern Region
Kerala,2019,1,Apple,141765,0.066349999,Southern Region
Kerala,2019,1,Huawei,121756,0.056985225,Southern Region
Kerala,2019,1,Realme,98968,0.046319802,Southern Region
Kerala,2019,1,OnePlus,72822,0.03408274,Southern Region
Kerala,2019,1,Motorola,63627,0.029779222,Southern Region
Kerala,2019,1,Lenovo,58335,0.027302417,Southern Region
Kerala,2019,1,Others,193775,0.090692139,Southern Region
Kerala,2019,2,Xiaomi,646056,0.253338703,Southern Region
Kerala,2019,2,Samsung,526625,0.206506084,Southern Region
Kerala,2019,2,Vivo,249735,0.097928881,Southern Region
Kerala,2019,2,Oppo,241558,0.094722424,Southern Region
Kerala,2019,2,Apple,164485,0.064499697,Southern Region
Kerala,2019,2,Huawei,150573,0.059044368,Southern Region
Kerala,2019,2,Realme,116766,0.04578759,Southern Region
Kerala,2019,2,OnePlus,79737,0.031267364,Southern Region
Kerala,2019,2,Motorola,74622,0.029261613,Southern Region
Kerala,2019,2,Lenovo,70249,0.027546823,Southern Region
Kerala,2019,2,Others,229761,0.090096453,Southern Region
Kerala,2019,3,Xiaomi,747507,0.249921848,Southern Region
Kerala,2019,3,Samsung,622999,0.208293784,Southern Region
Kerala,2019,3,Vivo,304898,0.101939743,Southern Region
Kerala,2019,3,Oppo,292609,0.097831033,Southern Region
Kerala,2019,3,Apple,189074,0.063215092,Southern Region
Kerala,2019,3,Huawei,183186,0.061246495,Southern Region
Kerala,2019,3,Realme,138602,0.046340259,Southern Region
Kerala,2019,3,OnePlus,87906,0.029390534,Southern Region
Kerala,2019,3,Motorola,82456,0.027568378,Southern Region
Kerala,2019,3,Lenovo,75786,0.025338327,Southern Region
Kerala,2019,3,Others,265940,0.088914507,Southern Region
Kerala,2019,4,Xiaomi,865305,0.246952144,Southern Region
Kerala,2019,4,Samsung,732411,0.209025103,Southern Region
Kerala,2019,4,Vivo,370217,0.105657406,Southern Region
Kerala,2019,4,Oppo,354067,0.101048306,Southern Region
Kerala,2019,4,Huawei,219873,0.062750254,Southern Region
Kerala,2019,4,Apple,216607,0.06181816,Southern Region
Kerala,2019,4,Realme,169629,0.048410959,Southern Region
Kerala,2019,4,OnePlus,96332,0.027492496,Southern Region
Kerala,2019,4,Motorola,92194,0.026311539,Southern Region
Kerala,2019,4,Lenovo,84283,0.024053793,Southern Region
Kerala,2019,4,Others,303020,0.086479841,Southern Region
Kerala,2020,1,Xiaomi,990472,0.242862986,Southern Region
Kerala,2020,1,Samsung,858444,0.21048982,Southern Region
Kerala,2020,1,Vivo,448326,0.109929196,Southern Region
Kerala,2020,1,Oppo,423226,0.103774695,Southern Region
Kerala,2020,1,Huawei,259148,0.063542894,Southern Region
Kerala,2020,1,Apple,248003,0.060810148,Southern Region
Kerala,2020,1,Realme,202442,0.049638625,Southern Region
Kerala,2020,1,OnePlus,103907,0.025477918,Southern Region
Kerala,2020,1,Motorola,100697,0.024690828,Southern Region
Kerala,2020,1,Lenovo,96507,0.023663443,Southern Region
Kerala,2020,1,Others,347144,0.085119446,Southern Region
Kerala,2020,2,Xiaomi,1124154,0.237722792,Southern Region
Kerala,2020,2,Samsung,1009812,0.213543098,Southern Region
Kerala,2020,2,Vivo,545130,0.115277645,Southern Region
Kerala,2020,2,Oppo,505563,0.106910484,Southern Region
Kerala,2020,2,Huawei,303050,0.06408543,Southern Region
Kerala,2020,2,Apple,274565,0.058061759,Southern Region
Kerala,2020,2,Realme,235063,0.049708343,Southern Region
Kerala,2020,2,Motorola,111798,0.023641719,Southern Region
Kerala,2020,2,Lenovo,109268,0.023106704,Southern Region
Kerala,2020,2,OnePlus,109047,0.02305997,Southern Region
Kerala,2020,2,Others,401394,0.084882056,Southern Region
Kerala,2020,3,Xiaomi,1299988,0.232876771,Southern Region
Kerala,2020,3,Samsung,1205428,0.215937517,Southern Region
Kerala,2020,3,Vivo,688186,0.12328001,Southern Region
Kerala,2020,3,Oppo,608874,0.109072246,Southern Region
Kerala,2020,3,Huawei,356331,0.063832291,Southern Region
Kerala,2020,3,Apple,315220,0.056467764,Southern Region
Kerala,2020,3,Realme,282157,0.050544937,Southern Region
Kerala,2020,3,Lenovo,126302,0.022625441,Southern Region
Kerala,2020,3,Motorola,124372,0.022279705,Southern Region
Kerala,2020,3,OnePlus,117670,0.021079125,Southern Region
Kerala,2020,3,Others,457772,0.082004192,Southern Region
Kerala,2020,4,Xiaomi,1466789,0.229646186,Southern Region
Kerala,2020,4,Samsung,1399186,0.219061998,Southern Region
Kerala,2020,4,Vivo,811546,0.127058796,Southern Region
Kerala,2020,4,Oppo,707082,0.110703506,Southern Region
Kerala,2020,4,Huawei,402396,0.063000682,Southern Region
Kerala,2020,4,Apple,364712,0.057100728,Southern Region
Kerala,2020,4,Realme,332456,0.052050603,Southern Region
Kerala,2020,4,Lenovo,139386,0.021822814,Southern Region
Kerala,2020,4,Motorola,134213,0.021012909,Southern Region
Kerala,2020,4,OnePlus,127085,0.019896921,Southern Region
Kerala,2020,4,Others,502318,0.078644858,Southern Region
Kerala,2021,1,Xiaomi,1589645,0.229156417,Southern Region
Kerala,2021,1,Samsung,1517006,0.218685089,Southern Region
Kerala,2021,1,Vivo,906705,0.13070671,Southern Region
Kerala,2021,1,Oppo,775012,0.111722411,Southern Region
Kerala,2021,1,Huawei,426164,0.061433977,Southern Region
Kerala,2021,1,Apple,398950,0.057510924,Southern Region
Kerala,2021,1,Realme,378100,0.054505277,Southern Region
Kerala,2021,1,Lenovo,140787,0.020295251,Southern Region
Kerala,2021,1,Motorola,138567,0.019975225,Southern Region
Kerala,2021,1,OnePlus,135957,0.019598979,Southern Region
Kerala,2021,1,Others,530050,0.076409738,Southern Region
Kerala,2021,2,Xiaomi,1714598,0.231199947,Southern Region
Kerala,2021,2,Samsung,1605779,0.216526568,Southern Region
Kerala,2021,2,Vivo,999633,0.134792585,Southern Region
Kerala,2021,2,Oppo,831538,0.112126307,Southern Region
Kerala,2021,2,Realme,444654,0.059958067,Southern Region
Kerala,2021,2,Huawei,427830,0.057689484,Southern Region
Kerala,2021,2,Apple,427612,0.057660088,Southern Region
Kerala,2021,2,OnePlus,146086,0.019698539,Southern Region
Kerala,2021,2,Lenovo,138448,0.018668615,Southern Region
Kerala,2021,2,Motorola,138108,0.018622769,Southern Region
Kerala,2021,2,Others,541797,0.07305703,Southern Region
Kerala,2021,3,Xiaomi,1859763,0.233949374,Southern Region
Kerala,2021,3,Samsung,1678905,0.211198294,Southern Region
Kerala,2021,3,Vivo,1115818,0.140364618,Southern Region
Kerala,2021,3,Oppo,896805,0.11281382,Southern Region
Kerala,2021,3,Realme,528624,0.066498395,Southern Region
Kerala,2021,3,Apple,461244,0.05802231,Southern Region
Kerala,2021,3,Huawei,422903,0.053199194,Southern Region
Kerala,2021,3,OnePlus,167667,0.021091714,Southern Region
Kerala,2021,3,Motorola,135436,0.017037207,Southern Region
Kerala,2021,3,Lenovo,132669,0.016689132,Southern Region
Kerala,2021,3,Others,549591,0.069135944,Southern Region
Kerala,2021,4,Xiaomi,1989367,0.234766534,Southern Region
Kerala,2021,4,Samsung,1752657,0.206832228,Southern Region
Kerala,2021,4,Vivo,1227761,0.144888899,Southern Region
Kerala,2021,4,Oppo,961805,0.113503253,Southern Region
Kerala,2021,4,Realme,622033,0.073406531,Southern Region
Kerala,2021,4,Apple,507548,0.05989608,Southern Region
Kerala,2021,4,Huawei,412197,0.048643644,Southern Region
Kerala,2021,4,OnePlus,185990,0.021948805,Southern Region
Kerala,2021,4,Motorola,137360,0.016209946,Southern Region
Kerala,2021,4,Lenovo,125313,0.014788271,Southern Region
Kerala,2021,4,Others,551779,0.06511581,Southern Region
Kerala,2022,1,Xiaomi,2098370,0.233872054,Southern Region
Kerala,2022,1,Samsung,1826034,0.203519076,Southern Region
Kerala,2022,1,Vivo,1330622,0.14830335,Southern Region
Kerala,2022,1,Oppo,1032233,0.115046656,Southern Region
Kerala,2022,1,Realme,705424,0.078622436,Southern Region
Kerala,2022,1,Apple,550489,0.061354286,Southern Region
Kerala,2022,1,Huawei,408553,0.045534929,Southern Region
Kerala,2022,1,OnePlus,199414,0.022225519,Southern Region
Kerala,2022,1,Motorola,137230,0.015294854,Southern Region
Kerala,2022,1,Lenovo,124999,0.013931658,Southern Region
Kerala,2022,1,Others,558931,0.062295182,Southern Region
Ladakh,2018,1,Xiaomi,2316,0.263661202,Northern Region
Ladakh,2018,1,Samsung,1720,0.195810565,Northern Region
Ladakh,2018,1,Vivo,1570,0.178734062,Northern Region
Ladakh,2018,1,Oppo,1138,0.129553734,Northern Region
Ladakh,2018,1,Realme,429,0.048838798,Northern Region
Ladakh,2018,1,Apple,259,0.029485428,Northern Region
Ladakh,2018,1,OnePlus,233,0.026525501,Northern Region
Ladakh,2018,1,Motorola,161,0.01832878,Northern Region
Ladakh,2018,1,Lenovo,159,0.018101093,Northern Region
Ladakh,2018,1,Micromax,117,0.013319672,Northern Region
Ladakh,2018,1,Others,682,0.077641166,Northern Region
Ladakh,2018,2,Xiaomi,3442,0.266449915,Northern Region
Ladakh,2018,2,Samsung,2443,0.189115962,Northern Region
Ladakh,2018,2,Vivo,2394,0.185322805,Northern Region
Ladakh,2018,2,Oppo,1754,0.135779532,Northern Region
Ladakh,2018,2,Realme,606,0.046911287,Northern Region
Ladakh,2018,2,Apple,358,0.027713268,Northern Region
Ladakh,2018,2,OnePlus,320,0.024771636,Northern Region
Ladakh,2018,2,Motorola,265,0.020514011,Northern Region
Ladakh,2018,2,Lenovo,206,0.015946741,Northern Region
Ladakh,2018,2,Micromax,188,0.014553336,Northern Region
Ladakh,2018,2,Others,942,0.072921505,Northern Region
Ladakh,2018,3,Xiaomi,4906,0.276409939,Northern Region
Ladakh,2018,3,Vivo,3378,0.190320581,Northern Region
Ladakh,2018,3,Samsung,3360,0.18930644,Northern Region
Ladakh,2018,3,Oppo,2448,0.137923263,Northern Region
Ladakh,2018,3,Realme,819,0.046143445,Northern Region
Ladakh,2018,3,Apple,457,0.025747929,Northern Region
Ladakh,2018,3,OnePlus,440,0.024790129,Northern Region
Ladakh,2018,3,Motorola,364,0.020508198,Northern Region
Ladakh,2018,3,Lenovo,240,0.013521889,Northern Region
Ladakh,2018,3,Huawei,200,0.01126824,Northern Region
Ladakh,2018,3,Others,1137,0.064059947,Northern Region
Ladakh,2018,4,Xiaomi,6734,0.281957878,Northern Region
Ladakh,2018,4,Vivo,4711,0.197253276,Northern Region
Ladakh,2018,4,Samsung,4481,0.187622995,Northern Region
Ladakh,2018,4,Oppo,3307,0.138466692,Northern Region
Ladakh,2018,4,Realme,1087,0.045513545,Northern Region
Ladakh,2018,4,Apple,591,0.024745635,Northern Region
Ladakh,2018,4,OnePlus,555,0.023238287,Northern Region
Ladakh,2018,4,Motorola,486,0.020349202,Northern Region
Ladakh,2018,4,Lenovo,349,0.014612905,Northern Region
Ladakh,2018,4,Huawei,278,0.011640079,Northern Region
Ladakh,2018,4,Others,1304,0.054599506,Northern Region
Ladakh,2019,1,Xiaomi,8452,0.285068636,Northern Region
Ladakh,2019,1,Vivo,5967,0.20125468,Northern Region
Ladakh,2019,1,Samsung,5464,0.184289521,Northern Region
Ladakh,2019,1,Oppo,4167,0.140544369,Northern Region
Ladakh,2019,1,Realme,1345,0.045364093,Northern Region
Ladakh,2019,1,Apple,703,0.023710749,Northern Region
Ladakh,2019,1,OnePlus,669,0.022563999,Northern Region
Ladakh,2019,1,Motorola,564,0.019022564,Northern Region
Ladakh,2019,1,Lenovo,380,0.012816621,Northern Region
Ladakh,2019,1,Huawei,375,0.012647981,Northern Region
Ladakh,2019,1,Others,1563,0.052716786,Northern Region
Ladakh,2019,2,Xiaomi,10276,0.289334385,Northern Region
Ladakh,2019,2,Vivo,7098,0.199853587,Northern Region
Ladakh,2019,2,Samsung,6545,0.18428314,Northern Region
Ladakh,2019,2,Oppo,5008,0.14100687,Northern Region
Ladakh,2019,2,Realme,1573,0.044289898,Northern Region
Ladakh,2019,2,Apple,862,0.024270751,Northern Region
Ladakh,2019,2,OnePlus,777,0.021877464,Northern Region
Ladakh,2019,2,Motorola,658,0.018526861,Northern Region
Ladakh,2019,2,Lenovo,465,0.013092691,Northern Region
Ladakh,2019,2,Huawei,458,0.012895596,Northern Region
Ladakh,2019,2,Others,1796,0.050568758,Northern Region
Ladakh,2019,3,Xiaomi,11485,0.293186634,Northern Region
Ladakh,2019,3,Vivo,7940,0.202690629,Northern Region
Ladakh,2019,3,Samsung,7048,0.179919843,Northern Region
Ladakh,2019,3,Oppo,5503,0.140479412,Northern Region
Ladakh,2019,3,Realme,1760,0.044928905,Northern Region
Ladakh,2019,3,Apple,953,0.024327981,Northern Region
Ladakh,2019,3,OnePlus,884,0.022566564,Northern Region
Ladakh,2019,3,Motorola,683,0.017435479,Northern Region
Ladakh,2019,3,Huawei,560,0.014295561,Northern Region
Ladakh,2019,3,Lenovo,442,0.011283282,Northern Region
Ladakh,2019,3,Others,1915,0.048885712,Northern Region
Ladakh,2019,4,Xiaomi,12590,0.292057159,Northern Region
Ladakh,2019,4,Vivo,8910,0.206690174,Northern Region
Ladakh,2019,4,Samsung,7684,0.178249977,Northern Region
Ladakh,2019,4,Oppo,6141,0.142456157,Northern Region
Ladakh,2019,4,Realme,2003,0.046464693,Northern Region
Ladakh,2019,4,Apple,1058,0.024543008,Northern Region
Ladakh,2019,4,OnePlus,954,0.022130463,Northern Region
Ladakh,2019,4,Motorola,752,0.017444558,Northern Region
Ladakh,2019,4,Huawei,607,0.014080913,Northern Region
Ladakh,2019,4,Lenovo,433,0.010044539,Northern Region
Ladakh,2019,4,Others,1976,0.045838359,Northern Region
Ladakh,2020,1,Xiaomi,13890,0.290646579,Northern Region
Ladakh,2020,1,Vivo,10052,0.210336891,Northern Region
Ladakh,2020,1,Samsung,8475,0.177338355,Northern Region
Ladakh,2020,1,Oppo,6916,0.144716468,Northern Region
Ladakh,2020,1,Realme,2292,0.047959824,Northern Region
Ladakh,2020,1,Apple,1130,0.023645114,Northern Region
Ladakh,2020,1,OnePlus,1058,0.022138523,Northern Region
Ladakh,2020,1,Motorola,787,0.01646788,Northern Region
Ladakh,2020,1,Huawei,703,0.01471019,Northern Region
Ladakh,2020,1,Lenovo,453,0.00947897,Northern Region
Ladakh,2020,1,Others,2034,0.042561205,Northern Region
Ladakh,2020,2,Xiaomi,15512,0.292491609,Northern Region
Ladakh,2020,2,Vivo,11201,0.211204133,Northern Region
Ladakh,2020,2,Samsung,9371,0.176697967,Northern Region
Ladakh,2020,2,Oppo,7736,0.145868688,Northern Region
Ladakh,2020,2,Realme,2628,0.049553117,Northern Region
Ladakh,2020,2,Apple,1234,0.023268092,Northern Region
Ladakh,2020,2,OnePlus,1131,0.021325942,Northern Region
Ladakh,2020,2,Motorola,828,0.015612626,Northern Region
Ladakh,2020,2,Huawei,786,0.014820681,Northern Region
Ladakh,2020,2,Lenovo,461,0.008692537,Northern Region
Ladakh,2020,2,Others,2146,0.040464608,Northern Region
Ladakh,2020,3,Xiaomi,17122,0.293179911,Northern Region
Ladakh,2020,3,Vivo,12388,0.212119655,Northern Region
Ladakh,2020,3,Samsung,10309,0.17652095,Northern Region
Ladakh,2020,3,Oppo,8583,0.146966662,Northern Region
Ladakh,2020,3,Realme,3003,0.051420352,Northern Region
Ladakh,2020,3,Apple,1338,0.022910567,Northern Region
Ladakh,2020,3,OnePlus,1228,0.021027037,Northern Region
Ladakh,2020,3,Motorola,865,0.01481139,Northern Region
Ladakh,2020,3,Huawei,851,0.014571668,Northern Region
Ladakh,2020,3,Lenovo,500,0.008561497,Northern Region
Ladakh,2020,3,Others,2214,0.03791031,Northern Region
Ladakh,2020,4,Xiaomi,18866,0.290904045,Northern Region
Ladakh,2020,4,Vivo,13750,0.212017948,Northern Region
Ladakh,2020,4,Samsung,11484,0.17707739,Northern Region
Ladakh,2020,4,Oppo,9683,0.149306894,Northern Region
Ladakh,2020,4,Realme,3480,0.053659815,Northern Region
Ladakh,2020,4,Apple,1484,0.022882519,Northern Region
Ladakh,2020,4,OnePlus,1397,0.021541024,Northern Region
Ladakh,2020,4,Huawei,924,0.014247606,Northern Region
Ladakh,2020,4,Motorola,912,0.014062572,Northern Region
Ladakh,2020,4,Lenovo,524,0.008079811,Northern Region
Ladakh,2020,4,Others,2349,0.036220375,Northern Region
Ladakh,2021,1,Xiaomi,20199,0.288891432,Northern Region
Ladakh,2021,1,Vivo,15183,0.217151275,Northern Region
Ladakh,2021,1,Samsung,12232,0.174945294,Northern Region
Ladakh,2021,1,Oppo,10382,0.148486105,Northern Region
Ladakh,2021,1,Realme,3940,0.05635092,Northern Region
Ladakh,2021,1,Apple,1613,0.023069552,Northern Region
Ladakh,2021,1,OnePlus,1531,0.021896766,Northern Region
Ladakh,2021,1,Huawei,941,0.01345843,Northern Region
Ladakh,2021,1,Motorola,924,0.013215292,Northern Region
Ladakh,2021,1,Lenovo,520,0.007437177,Northern Region
Ladakh,2021,1,Others,2454,0.035097756,Northern Region
Ladakh,2021,2,Xiaomi,21227,0.282845645,Northern Region
Ladakh,2021,2,Vivo,16463,0.219366272,Northern Region
Ladakh,2021,2,Samsung,13134,0.175007995,Northern Region
Ladakh,2021,2,Oppo,11029,0.146959279,Northern Region
Ladakh,2021,2,Realme,4715,0.062826458,Northern Region
Ladakh,2021,2,Apple,1823,0.02429112,Northern Region
Ladakh,2021,2,OnePlus,1741,0.023198486,Northern Region
Ladakh,2021,2,Motorola,922,0.012285471,Northern Region
Ladakh,2021,2,Huawei,894,0.011912376,Northern Region
Ladakh,2021,2,Lenovo,490,0.006529155,Northern Region
Ladakh,2021,2,Others,2610,0.034777742,Northern Region
Ladakh,2021,3,Xiaomi,22384,0.27563108,Northern Region
Ladakh,2021,3,Vivo,18124,0.223174486,Northern Region
Ladakh,2021,3,Samsung,13661,0.1682182,Northern Region
Ladakh,2021,3,Oppo,12095,0.14893486,Northern Region
Ladakh,2021,3,Realme,5579,0.068698436,Northern Region
Ladakh,2021,3,OnePlus,2176,0.02679473,Northern Region
Ladakh,2021,3,Apple,2004,0.024676764,Northern Region
Ladakh,2021,3,Huawei,1013,0.012473833,Northern Region
Ladakh,2021,3,Motorola,910,0.011205517,Northern Region
Ladakh,2021,3,Lenovo,476,0.005861347,Northern Region
Ladakh,2021,3,Others,2788,0.034330747,Northern Region
Ladakh,2021,4,Xiaomi,23462,0.269501591,Northern Region
Ladakh,2021,4,Vivo,19473,0.223681037,Northern Region
Ladakh,2021,4,Samsung,14073,0.16165271,Northern Region
Ladakh,2021,4,Oppo,12900,0.148178779,Northern Region
Ladakh,2021,4,Realme,6879,0.079017196,Northern Region
Ladakh,2021,4,OnePlus,2678,0.030761455,Northern Region
Ladakh,2021,4,Apple,2358,0.027085702,Northern Region
Ladakh,2021,4,Huawei,958,0.011004285,Northern Region
Ladakh,2021,4,Motorola,912,0.010475895,Northern Region
Ladakh,2021,4,Lenovo,449,0.00515754,Northern Region
Ladakh,2021,4,Others,2915,0.033483809,Northern Region
Ladakh,2022,1,Xiaomi,24460,0.264455304,Northern Region
Ladakh,2022,1,Vivo,20679,0.223576093,Northern Region
Ladakh,2022,1,Samsung,14554,0.15735415,Northern Region
Ladakh,2022,1,Oppo,13813,0.149342646,Northern Region
Ladakh,2022,1,Realme,7852,0.084893829,Northern Region
Ladakh,2022,1,OnePlus,2984,0.03226225,Northern Region
Ladakh,2022,1,Apple,2655,0.028705185,Northern Region
Ladakh,2022,1,Huawei,996,0.010768499,Northern Region
Ladakh,2022,1,Motorola,921,0.009957618,Northern Region
Ladakh,2022,1,Lenovo,502,0.005427496,Northern Region
Ladakh,2022,1,Others,3076,0.03325693,Northern Region
Lakshadweep,2018,1,Samsung,102,0.203592814,Southern Region
Lakshadweep,2018,1,Xiaomi,100,0.199600798,Southern Region
Lakshadweep,2018,1,Vivo,67,0.133732535,Southern Region
Lakshadweep,2018,1,Oppo,56,0.111776447,Southern Region
Lakshadweep,2018,1,Huawei,25,0.0499002,Southern Region
Lakshadweep,2018,1,OnePlus,22,0.043912176,Southern Region
Lakshadweep,2018,1,Apple,20,0.03992016,Southern Region
Lakshadweep,2018,1,Realme,20,0.03992016,Southern Region
Lakshadweep,2018,1,Gionee,12,0.023952096,Southern Region
Lakshadweep,2018,1,COOLPAD,10,0.01996008,Southern Region
Lakshadweep,2018,1,Others,67,0.133732535,Southern Region
Lakshadweep,2018,2,Xiaomi,147,0.214285714,Southern Region
Lakshadweep,2018,2,Samsung,128,0.186588921,Southern Region
Lakshadweep,2018,2,Vivo,97,0.141399417,Southern Region
Lakshadweep,2018,2,Oppo,87,0.126822157,Southern Region
Lakshadweep,2018,2,Apple,35,0.051020408,Southern Region
Lakshadweep,2018,2,Huawei,31,0.045189504,Southern Region
Lakshadweep,2018,2,OnePlus,29,0.042274052,Southern Region
Lakshadweep,2018,2,Realme,24,0.034985423,Southern Region
Lakshadweep,2018,2,Lenovo,16,0.023323615,Southern Region
Lakshadweep,2018,2,Gionee,15,0.021865889,Southern Region
Lakshadweep,2018,2,Others,77,0.112244898,Southern Region
Lakshadweep,2018,3,Xiaomi,195,0.212418301,Southern Region
Lakshadweep,2018,3,Samsung,166,0.180827887,Southern Region
Lakshadweep,2018,3,Vivo,134,0.145969499,Southern Region
Lakshadweep,2018,3,Oppo,121,0.131808279,Southern Region
Lakshadweep,2018,3,Apple,46,0.050108932,Southern Region
Lakshadweep,2018,3,Huawei,44,0.047930283,Southern Region
Lakshadweep,2018,3,OnePlus,40,0.043572985,Southern Region
Lakshadweep,2018,3,Realme,35,0.038126362,Southern Region
Lakshadweep,2018,3,Lenovo,18,0.019607843,Southern Region
Lakshadweep,2018,3,Gionee,16,0.017429194,Southern Region
Lakshadweep,2018,3,Others,103,0.112200436,Southern Region
Lakshadweep,2018,4,Xiaomi,245,0.211937716,Southern Region
Lakshadweep,2018,4,Samsung,198,0.171280277,Southern Region
Lakshadweep,2018,4,Vivo,190,0.164359862,Southern Region
Lakshadweep,2018,4,Oppo,153,0.132352941,Southern Region
