State,Year,Quarter,District,Transaction_count,Transaction_amount,Latitude,Longitude,Region
Chhattisgarh,2022,1,Surajpur,1886693,3173368817,23.209675,82.880353,Central Region
Chhattisgarh,2022,1,Baloda Bazar,2925957,5025353758,21.6632098,82.1493121,Central Region
Chhattisgarh,2022,1,Sukma,505004,1280893929,18.3853241,81.65120264,Central Region
Chhattisgarh,2022,1,Raigarh,5959088,9885641555,22.23617945,83.35295335,Central Region
Chhattisgarh,2022,1,Janjgir Champa,5495226,8737068868,22.23617945,83.35295335,Central Region
Chhattisgarh,2022,1,Jashpur,1508729,2930779142,22.8825209,84.1362145,Central Region
Chhattisgarh,2022,1,Balod,1477405,2513134328,22.8825209,84.1362145,Central Region
Chhattisgarh,2022,1,Kabirdham,1567571,2487844562,22.8825209,84.1362145,Central Region
Chhattisgarh,2022,1,Surguja,3182242,5281342197,22.94691345,83.16569423,Central Region
Chhattisgarh,2022,1,Dantewada,782199,1589432533,18.9090479,81.3427523,Central Region
Chhattisgarh,2022,1,Gariyaband,1056471,1881190060,18.9090479,81.3427523,Central Region
Chhattisgarh,2022,1,Durg,11345594,16423362101,21.1874054,81.2793137,Central Region
Chhattisgarh,2022,1,Rajnandgaon,3505850,6015130525,21.166667,81,Central Region
Chhattisgarh,2022,1,Raipur,25836062,39990361269,21.2317387,81.6401796,Central Region
Chhattisgarh,2022,1,Narayanpur,277768,561274826.6,19.723781,81.2336786,Central Region
Chhattisgarh,2022,1,Kanker,1599699,3237590649,20.2647118,81.4951987,Central Region
Chhattisgarh,2022,1,Korea,1909908,3078262597,20.2647118,81.4951987,Central Region
Chhattisgarh,2022,1,Mungeli,1074535,1897584378,20.2647118,81.4951987,Central Region
Chhattisgarh,2022,1,Bilaspur,9081044,13169861328,22.4082821,82.3921724,Central Region
Chhattisgarh,2022,1,Balrampur,1442159,3023784892,23.616665,83.618798,Central Region
Chhattisgarh,2022,1,Bijapur,651494,1407048681,18.7935679,80.815939,Central Region
Chhattisgarh,2022,1,Bemetara,1259037,2287658825,21.7020322,81.5337224,Central Region
Chhattisgarh,2022,1,Bastar,2203676,4004268081,19.25,81.25,Central Region
Chhattisgarh,2022,1,Kondagaon,972613,1804893354,19.25,81.25,Central Region
Chhattisgarh,2022,1,Mahasamund,2788159,5020017743,21.113837,82.092952,Central Region
Chhattisgarh,2022,2,Dhamtari,1839169,3261297840,20.7077641,81.5396928,Central Region
Chhattisgarh,2022,2,Korba,6482877,9217368564,22.5198217,82.63500285,Central Region
Chhattisgarh,2022,2,Surajpur,2152901,3414032926,23.209675,82.880353,Central Region
Chhattisgarh,2022,2,Baloda Bazar,3518514,5665773485,21.6632098,82.1493121,Central Region
Chhattisgarh,2022,2,Sukma,617457,1507874121,18.3853241,81.65120264,Central Region
Chhattisgarh,2022,2,Raigarh,6953143,10866819292,22.23617945,83.35295335,Central Region
Chhattisgarh,2022,2,Janjgir Champa,6418156,9565720454,22.23617945,83.35295335,Central Region
Chhattisgarh,2022,2,Jashpur,1842899,3357567336,22.8825209,84.1362145,Central Region
Chhattisgarh,2022,2,Balod,1788680,2920249115,22.8825209,84.1362145,Central Region
Chhattisgarh,2022,2,Kabirdham,1890334,2947966126,22.8825209,84.1362145,Central Region
Chhattisgarh,2022,2,Surguja,3814390,6107066838,22.94691345,83.16569423,Central Region
Chhattisgarh,2022,2,Dantewada,957773,1785681996,18.9090479,81.3427523,Central Region
Chhattisgarh,2022,2,Gariyaband,1226883,2015058785,18.9090479,81.3427523,Central Region
Chhattisgarh,2022,2,Durg,13554254,19339415904,21.1874054,81.2793137,Central Region
Chhattisgarh,2022,2,Rajnandgaon,4284921,7037763266,21.166667,81,Central Region
Chhattisgarh,2022,2,Raipur,31131873,46778811057,21.2317387,81.6401796,Central Region
Chhattisgarh,2022,2,Narayanpur,355877,655917401,19.723781,81.2336786,Central Region
Chhattisgarh,2022,2,Kanker,1931954,3702057060,20.2647118,81.4951987,Central Region
Chhattisgarh,2022,2,Korea,2156896,3361419243,20.2647118,81.4951987,Central Region
Chhattisgarh,2022,2,Mungeli,1336917,2234057058,20.2647118,81.4951987,Central Region
Chhattisgarh,2022,2,Bilaspur,11026765,15470182616,22.4082821,82.3921724,Central Region
Chhattisgarh,2022,2,Balrampur,1652393,3247393593,23.616665,83.618798,Central Region
Chhattisgarh,2022,2,Bijapur,825640,1692585254,18.7935679,80.815939,Central Region
Chhattisgarh,2022,2,Bemetara,1529354,2689553869,21.7020322,81.5337224,Central Region
Chhattisgarh,2022,2,Bastar,2787919,4723340575,19.25,81.25,Central Region
Chhattisgarh,2022,2,Kondagaon,1218095,2074544813,19.25,81.25,Central Region
Chhattisgarh,2022,2,Mahasamund,3288014,5542158574,21.113837,82.092952,Central Region
Chhattisgarh,2022,3,Dhamtari,1857935,3145385395,20.7077641,81.5396928,Central Region
Chhattisgarh,2022,3,Korba,6608931,8648711541,22.5198217,82.63500285,Central Region
Chhattisgarh,2022,3,Surajpur,2077425,2937049679,23.209675,82.880353,Central Region
Chhattisgarh,2022,3,Baloda Bazar,3792643,5461550646,21.6632098,82.1493121,Central Region
Chhattisgarh,2022,3,Sukma,656635,1520506217,18.3853241,81.65120264,Central Region
Chhattisgarh,2022,3,Raigarh,7689276,10922658446,22.23617945,83.35295335,Central Region
Chhattisgarh,2022,3,Janjgir Champa,6191246,8376914110,22.23617945,83.35295335,Central Region
Chhattisgarh,2022,3,Jashpur,1762763,2878931805,22.8825209,84.1362145,Central Region
Chhattisgarh,2022,3,Balod,1864797,2793505852,22.8825209,84.1362145,Central Region
Chhattisgarh,2022,3,Kabirdham,2192889,2948782973,22.8825209,84.1362145,Central Region
Chhattisgarh,2022,3,Surguja,3762924,5443547309,22.94691345,83.16569423,Central Region
Chhattisgarh,2022,3,Dantewada,1013017,1794740970,18.9090479,81.3427523,Central Region
Chhattisgarh,2022,3,Gariyaband,1288987,1939753877,18.9090479,81.3427523,Central Region
Chhattisgarh,2022,3,Durg,40201479,51553772130,21.1874054,81.2793137,Central Region
Chhattisgarh,2022,3,Rajnandgaon,4236901,6526559476,21.166667,81,Central Region
Chhattisgarh,2022,3,Raipur,40322093,55869046982,21.2317387,81.6401796,Central Region
Chhattisgarh,2022,3,Narayanpur,364655,622593663.8,19.723781,81.2336786,Central Region
Chhattisgarh,2022,3,Kanker,2077996,3529341404,20.2647118,81.4951987,Central Region
Chhattisgarh,2022,3,Korea,2080709,2959646415,20.2647118,81.4951987,Central Region
Chhattisgarh,2022,3,Mungeli,1408097,2112394539,20.2647118,81.4951987,Central Region
Chhattisgarh,2022,3,Bilaspur,13659373,17597668488,22.4082821,82.3921724,Central Region
Chhattisgarh,2022,3,Balrampur,1661288,2891432155,23.616665,83.618798,Central Region
Chhattisgarh,2022,3,Bijapur,844285,1604311324,18.7935679,80.815939,Central Region
Chhattisgarh,2022,3,Bemetara,3218200,4429824032,21.7020322,81.5337224,Central Region
Chhattisgarh,2022,3,Bastar,2899716,4495325809,19.25,81.25,Central Region
Chhattisgarh,2022,3,Kondagaon,1218309,1935816217,19.25,81.25,Central Region
Chhattisgarh,2022,3,Mahasamund,3300018,5221786625,21.113837,82.092952,Central Region
Chhattisgarh,2022,4,Dhamtari,2104649,3600539015,20.7077641,81.5396928,Central Region
Chhattisgarh,2022,4,Korba,7598691,9998923127,22.5198217,82.63500285,Central Region
Chhattisgarh,2022,4,Surajpur,2453633,3500297802,23.209675,82.880353,Central Region
Chhattisgarh,2022,4,Baloda Bazar,4723545,7027700031,21.6632098,82.1493121,Central Region
Chhattisgarh,2022,4,Sukma,725982,1556490009,18.3853241,81.65120264,Central Region
Chhattisgarh,2022,4,Raigarh,8475730,11974795199,22.23617945,83.35295335,Central Region
Chhattisgarh,2022,4,Janjgir Champa,7194881,9873971005,22.23617945,83.35295335,Central Region
Chhattisgarh,2022,4,Jashpur,2252299,3689088833,22.8825209,84.1362145,Central Region
Chhattisgarh,2022,4,Balod,2049159,3159690376,22.8825209,84.1362145,Central Region
Chhattisgarh,2022,4,Kabirdham,2517731,3457300147,22.8825209,84.1362145,Central Region
Chhattisgarh,2022,4,Surguja,4530080,6525605230,22.94691345,83.16569423,Central Region
Chhattisgarh,2022,4,Dantewada,1172140,2047808551,18.9090479,81.3427523,Central Region
Chhattisgarh,2022,4,Gariyaband,1441112,2231783833,18.9090479,81.3427523,Central Region
Chhattisgarh,2022,4,Durg,48523671,64247502275,21.1874054,81.2793137,Central Region
Chhattisgarh,2022,4,Rajnandgaon,6195224,9255085938,21.166667,81,Central Region
Chhattisgarh,2022,4,Raipur,38862259,55662404886,21.2317387,81.6401796,Central Region
Chhattisgarh,2022,4,Narayanpur,438873,734297157.5,19.723781,81.2336786,Central Region
Chhattisgarh,2022,4,Kanker,2602695,4394118423,20.2647118,81.4951987,Central Region
Chhattisgarh,2022,4,Korea,2413508,3437798677,20.2647118,81.4951987,Central Region
Chhattisgarh,2022,4,Mungeli,1711917,2617303034,20.2647118,81.4951987,Central Region
Chhattisgarh,2022,4,Bilaspur,16252139,21208051820,22.4082821,82.3921724,Central Region
Chhattisgarh,2022,4,Balrampur,2016933,3640523929,23.616665,83.618798,Central Region
Chhattisgarh,2022,4,Bijapur,960301,1709405178,18.7935679,80.815939,Central Region
Chhattisgarh,2022,4,Bemetara,1978543,3193058084,21.7020322,81.5337224,Central Region
Chhattisgarh,2022,4,Bastar,3447914,5260070137,19.25,81.25,Central Region
Chhattisgarh,2022,4,Kondagaon,1426629,2220740206,19.25,81.25,Central Region
Chhattisgarh,2022,4,Mahasamund,3890208,6294827910,21.113837,82.092952,Central Region
Dadra and Nagar Haveli and Daman and Diu,2018,1,Diu,5593,6434481.929,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,1,Daman,50218,63416803.35,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,1,Dadra and Nagar Haveli,92738,105807098.8,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,2,Diu,6279,10736607.18,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,2,Daman,67705,104407321.9,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,2,Dadra and Nagar Haveli,128642,186926842.5,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,3,Diu,7087,13784358.66,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,3,Daman,104637,160593811.8,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,3,Dadra and Nagar Haveli,177851,273261425.2,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,4,Diu,9502,19252174.32,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,4,Daman,147005,240064159.1,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,4,Dadra and Nagar Haveli,247575,399434283.4,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,1,Diu,16037,21939140.02,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,1,Daman,259564,315877185.5,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,1,Dadra and Nagar Haveli,386213,505553450.5,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,2,Diu,29130,55383383.85,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,2,Daman,183953,303607607.8,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,2,Dadra and Nagar Haveli,276573,465450284.9,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,3,Diu,17203,32940133.54,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,3,Daman,235860,348909463.5,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,3,Dadra and Nagar Haveli,385688,579621876.8,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,4,Diu,21474,46692370.13,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,4,Daman,282085,443588793.9,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,4,Dadra and Nagar Haveli,465412,736360098,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,1,Diu,23966,46606086.66,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,1,Daman,318808,482278970.3,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,1,Dadra and Nagar Haveli,535805,813878312.4,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,2,Diu,23866,42875002.2,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,2,Daman,342171,440492998.6,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,2,Dadra and Nagar Haveli,607115,819008453.1,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,3,Diu,26588,51864159.7,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,3,Daman,376291,584809492.9,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,3,Dadra and Nagar Haveli,735433,1113115462,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,Diu,41821,95658202.77,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,Daman,596994,921372876.4,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,Dadra and Nagar Haveli,1178976,1683480022,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,Diu,42608,96420384.49,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,Daman,664208,1043765963,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,Dadra and Nagar Haveli,1218428,1825446564,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,Diu,41014,101909220.7,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,Daman,733176,1074079574,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,Dadra and Nagar Haveli,1350893,1981679667,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,Diu,66259,157454301.3,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,Daman,1083689,1475259765,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,Dadra and Nagar Haveli,1979522,2673225036,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,Diu,88402,206127240.6,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,Daman,1417153,1895788566,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,Dadra and Nagar Haveli,2651530,3463923579,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,Diu,94833,213403088,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,Daman,1629797,2068807150,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,Dadra and Nagar Haveli,3078173,3954838129,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,2,Diu,130835,288821560.5,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,2,Daman,1923407,2321672075,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,2,Dadra and Nagar Haveli,3705529,4384666145,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,3,Diu,148559,279739482,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,3,Daman,2317701,2638822275,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,3,Dadra and Nagar Haveli,3999361,4602085602,20.32272883,72.96509449,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,4,Diu,154870,296319509.7,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,4,Daman,2344860,2629286286,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,4,Dadra and Nagar Haveli,4689855,5134034950,20.32272883,72.96509449,Western Region
Delhi,2018,1,South Delhi,334361,597143870.5,28.53748399,77.19792896,Northern Region
Delhi,2018,1,Central Delhi,2997714,4312145216,28.71578753,77.11489364,Northern Region
Delhi,2018,1,New Delhi,883737,1478916789,28.61621824,77.20963694,Northern Region
Delhi,2018,1,West Delhi,545129,966855137,28.64817722,77.0908451,Northern Region
Delhi,2018,1,South West Delhi,318199,555900155.5,28.60195304,77.0355308,Northern Region
Delhi,2018,1,South East Delhi,562694,929543692.8,28.53562293,77.26959445,Northern Region
Delhi,2018,1,Shahdara,193886,326458215.4,28.67761172,77.29035406,Northern Region
Delhi,2018,1,North East Delhi,180160,261468886.5,28.70729655,77.26613159,Northern Region
Delhi,2018,1,East Delhi,357904,594248348.4,28.54206226,77.29572316,Northern Region
Delhi,2018,1,North West Delhi,387431,614242861.1,28.70227067,77.10572607,Northern Region
Delhi,2018,1,North Delhi,361539,574580634.3,28.72837891,77.16723154,Northern Region
Delhi,2018,2,South Delhi,513003,979271408.8,28.53748399,77.19792896,Northern Region
Delhi,2018,2,Central Delhi,3589206,6223466821,28.71578753,77.11489364,Northern Region
Delhi,2018,2,New Delhi,1177251,2387389847,28.61621824,77.20963694,Northern Region
Delhi,2018,2,West Delhi,785457,1588935316,28.64817722,77.0908451,Northern Region
Delhi,2018,2,South West Delhi,440508,903268239.1,28.60195304,77.0355308,Northern Region
Delhi,2018,2,South East Delhi,767547,1466216714,28.53562293,77.26959445,Northern Region
Delhi,2018,2,Shahdara,272663,533105673.6,28.67761172,77.29035406,Northern Region
Delhi,2018,2,North East Delhi,230049,421841650.3,28.70729655,77.26613159,Northern Region
Delhi,2018,2,East Delhi,504193,925784169.7,28.54206226,77.29572316,Northern Region
Delhi,2018,2,North West Delhi,575888,1041767877,28.70227067,77.10572607,Northern Region
Delhi,2018,2,North Delhi,517958,975252185.7,28.72837891,77.16723154,Northern Region
Delhi,2018,3,South Delhi,1009436,1501908121,28.53748399,77.19792896,Northern Region
Delhi,2018,3,Central Delhi,8165361,10515884583,28.71578753,77.11489364,Northern Region
Delhi,2018,3,New Delhi,2022950,3481996396,28.61621824,77.20963694,Northern Region
Delhi,2018,3,West Delhi,1402787,2408205061,28.64817722,77.0908451,Northern Region
Delhi,2018,3,South West Delhi,789269,1374843120,28.60195304,77.0355308,Northern Region
Delhi,2018,3,South East Delhi,1321135,2190894941,28.53562293,77.26959445,Northern Region
Delhi,2018,3,Shahdara,481819,805520386.6,28.67761172,77.29035406,Northern Region
Delhi,2018,3,North East Delhi,336347,629247316.1,28.70729655,77.26613159,Northern Region
